Tag	Treat_1	Treat_2	Treat_3	Model_1	Model_2	Model_3
ZNF561-AS1	53.08669028	52.33891142	39.66740785	42.53597204	38.76584925	58.88444921
PTPN4	189.7357634	206.3360931	123.290592	177.7058388	158.0453854	172.7920723
AP3S1	1164.957925	1023.628325	1127.840894	1145.635514	1113.275671	1092.740926
SNHG30	90.44399084	87.56702487	113.641763	91.68865084	110.3335709	82.05210135
GON4L	517.1036868	449.9133347	443.8461311	535.0080039	446.3042644	449.8385792
TRIM74	46.20508228	39.25418356	37.52322364	48.20743498	50.69380286	28.95956518
GDAP1	236.9239325	260.6880395	215.4905129	224.9680299	255.4570066	221.0580142
ABHD13	228.0761508	222.4403735	189.7603024	224.9680299	186.8712733	217.1967389
MMP24OS	90.44399084	63.41060421	75.04644729	65.2218238	87.47165984	83.01742019
APOBEC3F	79.63003541	47.30632378	99.70456569	85.07194408	60.63376421	73.3642318
NCMAP	373.5730056	292.8966004	341.9973812	371.4808225	300.1868326	320.4858547
OFD1	144.513768	169.0949446	137.2277893	165.4176691	123.2555207	171.8267534
RPL24P8	65.86681942	63.41060421	66.46971046	69.94804291	72.56171782	58.88444921
U2AF1L5	116.987336	108.7038929	161.8859077	109.6482835	141.1474511	127.4220868
RAB43	225.1268902	220.4273385	359.1508549	220.2418108	284.2828945	282.83842
RGL2	309.6723599	328.1247139	306.6183418	348.7949707	239.5530684	372.613072
FAM3C	477.7802125	356.3072046	332.3485523	381.8785045	429.4063301	375.5090285
NXN	2929.598834	2639.088956	3084.408984	2861.253053	2935.270585	2775.291663
LINC01278	373.5730056	331.1442665	359.1508549	373.3713101	372.7485505	333.0349996
TRAPPC6A	485.6449073	494.2001059	504.9553811	474.5123992	521.8479706	470.1102748
POMP	1082.378629	962.230756	1345.475591	1129.566369	1098.365729	1117.839216
ZFAND2A	466.966257	594.8518586	572.4971836	504.7602016	568.565789	583.052579
KALRN	527.9176422	500.239211	516.7483942	507.595933	557.6318315	499.06984
ADGRE5	747.1460113	767.9728733	786.9156044	747.6878641	794.2029115	784.8042165
ART4	52.10360342	77.5018496	70.75807887	67.11231144	63.61575261	63.7110434
GMEB1	254.6194959	246.5967942	211.2021445	244.8181502	228.6191109	227.8152461
ASPHD1	34.40803999	39.25418356	50.38832889	49.1526788	31.80787631	47.30062313
ZNF514	144.513768	175.1340497	151.1649867	142.7318173	146.1174318	172.7920723
RBM19	1155.127057	1255.127356	1330.466301	1209.912094	1248.459145	1244.295984
EIF1B	936.8817747	975.3154839	927.3596701	1053.946863	925.4104013	890.9892888
PTCH2	110.105728	142.9254889	125.4347762	133.2793791	116.2975477	120.6648549
TRAPPC12	1060.750719	903.8527394	1063.515367	1027.480036	1029.779995	937.3245931
GPR107	1614.228619	1464.483002	1489.135933	1568.159503	1463.16231	1580.22694
SNHG4	227.093064	231.4990313	203.6974998	233.4752243	189.8532617	227.8152461
CFLAR	812.0297438	850.5073105	924.1433938	877.1862679	904.5364824	832.1048396
CTIF	170.0740263	221.433856	192.9765787	174.8701073	190.8472578	229.7458838
KDM2B	1718.435826	1510.782808	1580.263762	1601.243036	1531.748043	1631.388839
OXA1L	7358.405124	7142.248373	7691.188755	7277.432194	7660.728209	7079.648368
ENSG00000261189	188.7526765	169.0949446	190.8323945	187.158277	159.0393815	212.3701447
REXO4	25.56025828	95.61916509	95.41619727	19.85012029	48.70581059	171.8267534
PPME1	1302.590085	1317.531443	1312.240735	1329.012815	1365.750689	1199.891317
SURF1	177.9387211	78.50836712	49.31623679	135.1698667	153.0754047	42.47402893
EFCAB12	81.59620913	99.64523519	70.75807887	63.33133615	100.3936096	82.05210135
SEMA4B	860.2009998	816.2857146	787.9876965	855.4456599	865.7706332	770.3244339
ZNF888	82.57929598	94.61264756	66.46971046	98.30535761	81.50768303	70.46827528
TNRC18	6091.206166	4814.173333	4988.444561	5420.973326	5332.789262	5298.63511
CDCA8	1749.894605	1911.376784	1811.835656	1832.827773	1879.64669	1711.510302
SCYL3	61.93447199	52.33891142	56.82088152	62.38609233	62.62175648	51.16189849
TMEM168	177.9387211	156.0102167	144.7324341	174.8701073	128.2255014	185.3412172
CRY2	615.4123724	590.8257885	557.4878942	577.5439759	578.5057503	628.4225645
CASP8	418.7950011	491.1805533	500.6670126	414.0167945	508.9260209	506.7923907
SLC6A8	1919.968632	1778.516471	1880.449551	1985.012029	1876.664702	1767.498795
ENSG00000223812	45.22199542	58.37801658	56.82088152	67.11231144	34.78986471	53.09253617
GABARAPL2	600.6660696	642.1581824	667.9133809	644.6562874	665.9774102	620.7000138
S100A16	1075.497021	1283.309847	1389.431367	1247.721847	1250.447137	1208.579187
RMC1	167.1247657	214.3882333	248.7253682	202.2821782	173.9493235	241.3297099
BAHD1	775.6555301	721.673067	916.638749	828.0335891	775.316985	781.9082599
PLXNA3	479.7463862	517.350009	466.3600653	495.3077633	420.4603649	528.994724
PDE9A	93.39325141	79.51488465	80.40690781	88.85291938	75.54370623	83.01742019
ERCC6	156.3108103	235.5251014	144.7324341	181.486814	176.931312	189.2024925
ANXA4	2790.983587	2868.574953	3131.581036	2913.241463	3119.15987	2833.210794
FDX1	311.6385337	337.1833716	319.483447	310.9852178	327.0247283	317.5898982
UBAP2	1656.501354	1700.008103	1583.480038	1661.738641	1616.237715	1620.770331
SLC26A6	1356.659863	1420.196231	1269.357051	1376.275006	1324.996847	1308.972346
XPO5	1705.655697	1892.252951	1882.593735	1829.992042	1831.934876	1864.995998
ZNF484	84.5454697	41.26721862	50.38832889	61.4408485	62.62175648	57.91913037
DDX42	1887.526765	2118.719395	2029.470353	1946.257032	1964.136362	2073.504867
TRAPPC2	75.69768798	76.49533207	82.55109202	60.49560468	88.46565598	80.12146367
SETD4	87.49473027	91.59309498	107.2092104	93.57913849	99.39961346	86.87869555
PARVA	252.6533222	273.7727674	290.5369602	241.0371749	277.3249215	286.6996953
ZNF605	90.44399084	89.58005992	87.91155254	95.46962614	100.3936096	78.19082599
PFDN4	706.8394501	697.5166464	790.1318808	716.4948179	775.316985	724.9544484
STK16	404.0486982	517.350009	545.694881	476.4028869	505.9440325	502.9311153
LRRCC1	82.57929598	86.56050734	65.39761835	77.5099935	66.59774102	84.94805787
LRRC37BP1	54.06977713	63.41060421	41.81159206	66.16706762	51.687799	46.33530429
FECH	627.2094147	583.7801658	612.1645915	552.0223927	629.1995532	622.6306514
FBLN7	56.03595085	65.42363927	49.31623679	42.53597204	49.69980673	83.98273903
STRADB	731.4166216	707.5818216	748.3202887	761.8665215	783.268954	665.1046804
NSRP1	161.2262445	142.9254889	84.69527623	131.3888914	111.3275671	138.040594
CASP7	583.953593	506.2783162	534.97396	590.7773895	527.8119474	525.1334486
NAE1	661.6174547	660.2754979	636.8227099	627.6418986	670.9473908	640.9717094
KIAA1143	110.105728	128.8342435	125.4347762	106.812552	99.39961346	166.0348404
EXD3	179.9048948	138.8994188	141.5161577	172.0343758	161.0273738	136.1099564
PSPC1	807.1143096	727.7121722	823.366736	754.3045709	776.3109811	804.1105932
REXO2	227.093064	295.916153	298.041605	250.4896131	262.4149795	320.4858547
ATP2A1	71.76534056	124.8081734	121.1464078	116.2649902	78.52569463	130.3180433
KLF13	150.4122891	151.9841466	126.5068683	130.4436476	172.9553274	134.1793187
FAM117A	163.1924183	152.9906641	171.5347367	161.6366938	192.8352501	141.9018694
IQCG	44.23890856	41.26721862	33.23485523	48.20743498	38.76584925	35.71679706
MIR924HG	45.22199542	62.40408669	53.60460521	46.31694733	78.52569463	41.5087101
HEXA	88.47781713	109.7104105	92.19992096	101.1410891	92.44164051	90.73997091
RIDA	124.8520308	155.0036992	143.660342	143.6770611	127.2315052	144.7978259
DCUN1D2	138.6152468	115.7495156	160.8138156	147.4580364	132.2014859	127.4220868
BCLAF1	1508.055239	1450.391757	1205.031525	1439.606343	1244.48316	1438.325071
ZMPSTE24	1371.406165	1243.049146	1401.22438	1326.177084	1347.858758	1375.579346
MST1R	76.68077484	106.6908579	97.56038148	78.45523732	111.3275671	84.94805787
SHLD1	52.10360342	56.36498152	73.97435519	56.71462939	85.48366757	45.36998545
ORC5	228.0761508	171.1079796	173.6789209	189.0487646	185.8772772	189.2024925
ARMC8	331.3002708	361.3397923	303.4020655	356.3569213	350.8806355	302.1447967
HSPB11	282.1459279	275.7858025	292.6811444	262.7777828	290.2468713	286.6996953
AQP7	54.06977713	59.38453411	63.25343414	58.60511703	51.687799	61.78040572
PTEN	510.2220788	362.3463098	496.3786442	522.7198342	332.9887051	534.786637
NFU1	549.545553	579.7540957	583.2181047	519.8841027	563.5958083	611.0468254
SLC50A1	592.8013747	568.6824029	690.4273151	657.8897009	641.1275068	530.9253617
MYCL	200.5497188	164.0623569	212.2742366	197.555959	200.7872192	187.2718548
PDPR	435.5074776	464.00458	436.3414864	466.0052048	432.3883185	422.8096517
MRPS35	1161.025578	1209.834068	1062.443275	1191.007217	1164.96347	1108.186028
ADCY3	89.46090398	99.64523519	103.9929341	127.6079161	76.53770236	82.05210135
UBE2L3	1970.106061	2032.158887	2274.979445	1994.464467	2188.779488	2144.938461
MAMDC4	132.7167257	117.7625507	113.641763	132.3341352	111.3275671	113.9076231
PCYT1B	216.2791085	254.6489344	286.2485918	228.7490052	259.4329911	257.7401301
LIPC	107.1564674	70.45622691	82.55109202	84.12670026	90.45364824	80.12146367
DAP3	1890.476026	1830.855382	2010.172695	1950.983251	1893.562636	1929.67236
TRAPPC14	138.6152468	159.0297693	187.6161182	152.1842555	204.7632037	137.0752752
ACAD10	293.9429702	373.4180026	325.9159997	290.1898537	328.0187244	361.9945648
LSM6	237.9070194	218.4143034	260.5183813	224.0227861	265.3969679	217.1967389
OXSM	131.7336388	165.0688745	156.5254472	157.8557185	171.9613313	131.2833622
CZIB	242.8224537	289.8770478	332.3485523	285.4636346	279.3129138	287.6650141
ZNF333	64.88373256	69.44970938	67.54180256	72.78377438	48.70581059	75.29486948
CFAP36	290.0106228	280.8183901	315.1950786	287.3541222	325.036736	284.7690576
ZNF675	63.9006457	49.31935883	52.5325131	54.82414174	49.69980673	65.64168108
SNX7	339.1649656	384.4896954	391.313618	320.437656	396.6044577	384.1968981
TTC23	195.6342845	245.5902766	238.0044471	206.0631534	229.6131071	233.6071591
TMPPE	72.74842741	38.24766603	79.33481571	56.71462939	67.59173715	60.81508688
HMGN1	2879.461404	2966.207153	3005.074168	2892.446099	2989.940373	2908.505663
ARHGAP33	105.1902937	87.56702487	77.1906315	93.57913849	96.41762505	85.91337671
ENG	556.427161	575.7280256	515.6763021	499.0887386	579.4997464	553.127695
FIRRE	31.45877942	56.36498152	43.95577627	37.80975293	41.74783765	48.26594197
BRD8	1130.549885	1120.254008	991.6851963	1096.482835	1109.299686	1065.711999
FGFBP3	76.68077484	101.6582702	106.1371183	109.6482835	92.44164051	87.84401439
RAB37	39.32347428	42.27373614	45.02786837	35.91926528	38.76584925	48.26594197
MIEF2	72.74842741	43.28025367	62.18134204	72.78377438	40.75384152	69.50295644
DENND6A	206.44824	207.3426106	189.7603024	142.7318173	210.7271805	240.364391
MTX2	809.0804833	872.6506961	874.827157	859.2266352	897.5785095	776.1163469
ARHGAP4	213.329848	287.8640128	224.0672498	258.0515637	237.5650762	219.1273766
TCAF1	194.6511977	187.2122601	222.9951577	177.7058388	173.9493235	243.2603475
PARP1	4942.960717	5380.842701	5185.709508	5089.192744	5194.623799	5123.9124
ZNF334	64.88373256	34.22159593	46.09996048	48.20743498	36.77785698	64.67636224
RPL6	10902.43324	11029.41906	11813.3829	11623.66329	11148.66065	10750.75591
GBF1	4290.191044	4005.939758	4126.482509	4165.689529	4153.909846	4021.518285
INIP	274.2812331	274.7792849	248.7253682	247.6538817	266.3909641	274.1505504
ABCC5	665.5498022	693.4905763	696.8598677	680.5755527	690.8273135	702.7521151
LRP1	17425.21454	15999.60261	13584.47905	16095.61182	15476.51982	15820.61046
AKAP1	2625.824995	2661.232342	2561.228037	2617.380146	2666.891629	2510.794301
CIRBP	1436.289898	1795.627269	1752.87059	1582.33816	1708.679355	1648.764578
NPW	64.88373256	47.30632378	68.61389467	54.82414174	63.61575261	57.91913037
ARMH3	648.8373256	750.8620753	881.2597096	753.359327	807.1248613	695.0295644
PIK3CD	1140.380754	1198.762375	1239.338472	1190.061973	1221.621249	1138.110912
SLC2A13	197.6004582	158.0232518	157.5975393	177.7058388	153.0754047	174.7227099
METAP1D	195.6342845	181.1731549	170.4626446	185.2677893	159.0393815	194.9944056
ANKS3	103.22412	116.7560332	100.7766578	91.68865084	136.1774704	86.87869555
GIT2	250.6871485	221.433856	207.9858682	241.0371749	225.6371225	222.9886519
THNSL1	105.1902937	109.7104105	85.76736833	94.52438231	103.375598	97.49720278
MLLT3	338.1818788	328.1247139	284.1044076	319.4924122	321.0607515	299.2488402
TTC12	100.2748594	85.55398981	117.9301315	111.5387711	83.4956753	102.323797
CUL3	1017.494897	898.8201518	852.3132228	977.3821131	858.8126603	958.5616076
TOMM34	2035.972881	2509.248195	2456.163011	2314.902123	2460.140433	2283.944374
FOXP4-AS1	38.34038742	35.22811345	65.39761835	38.75499675	45.72382219	50.19657965
NSUN5P1	99.29177255	128.8342435	157.5975393	136.1151105	110.3335709	145.7631448
COMMD8	85.52855655	71.46274443	55.74878942	69.00279909	79.51969076	59.84976804
LMO4	1098.108019	1080.999824	1107.471144	1085.139909	1091.407756	1085.018376
MRPS9	332.2833576	301.9552582	410.6112759	315.7114369	396.6044577	345.5841445
SNN	641.9557176	672.3537082	655.0482756	669.2326268	729.5931628	589.8098109
SLC37A3	329.3340971	363.3528273	378.4485128	355.4116775	375.7305389	351.3760576
RETSAT	2466.564924	2617.952088	2419.711879	2485.046011	2636.077749	2435.499432
PUS10	182.8541554	176.1405673	145.8045262	182.4320579	179.9133004	150.589739
SRSF2	686.1946261	747.8425227	748.3202887	696.6446977	685.8573328	779.9776223
CS	5208.394168	5156.389292	4970.218995	5056.10921	5364.597138	4816.941009
ITFG2	78.64694856	86.56050734	80.40690781	80.34572497	75.54370623	84.94805787
KLHL21	2499.00679	2578.697905	2517.272261	2493.553205	2587.371938	2562.921519
SNRPEP4	42.27273485	50.32587636	47.17205258	48.20743498	49.69980673	45.36998545
SLC35B4	342.1142262	346.2420294	261.5904734	314.7661931	285.2768906	338.8269126
NRSN2-AS1	247.737888	241.5642065	271.2393023	249.5443693	251.481022	268.3586374
MRPL39	382.4207874	429.7829841	397.7461706	379.9880169	457.2382219	386.1275358
RAB11FIP5	1451.036201	1422.209266	1504.145222	1466.07317	1435.330418	1445.082303
SPDL1	385.3700479	379.4571078	303.4020655	362.9736281	316.0907708	402.537956
TJAP1	1222.96005	1025.64136	1008.83867	1131.456856	1110.293682	1044.474984
RNASEH1-AS1	256.5856697	246.5967942	264.8067497	231.5847367	289.2528752	256.7748113
LFNG	70.7822537	83.54095476	90.05573675	79.40048114	88.46565598	81.08678251
XRCC2	227.093064	150.9776291	138.2998814	175.8153511	160.0333777	172.7920723
TRMU	488.5941679	524.3956317	463.143789	451.8265475	504.9500364	505.8270719
NOD1	97.32559884	109.7104105	92.19992096	103.9768205	99.39961346	90.73997091
ING3	47.18816913	53.34542894	60.03715783	52.9336541	47.71181446	55.98849269
GTF2IRD1	895.5921267	789.1097413	872.6829728	858.2813914	825.0167917	853.3418541
CXXC5	2045.803749	1917.415889	2249.249234	2140.977259	2107.271805	2007.863186
IGFBP4	5467.929098	5942.479481	6456.138651	5852.949753	6132.95615	5998.491268
HAUS1	436.4905645	387.509248	482.4414469	431.9764272	453.2622374	407.3645502
ZNF275	161.2262445	224.4534086	190.8323945	205.1179096	202.7752114	176.6533476
VDAC1	5784.483066	5530.813812	6367.155007	5872.799873	6136.932135	5554.444602
SNHG7	729.4504479	917.9439848	828.7271965	876.2410241	889.6265404	733.642318
TIMM23B	48.17125599	20.13035054	54.67669731	33.08353381	38.76584925	47.30062313
ATG14	259.5349302	213.3817158	234.7881708	249.5443693	222.6551341	244.2256664
GLDC	2830.307061	2863.542365	2847.476629	2908.515244	2848.792922	2835.141431
APTX	460.0846491	521.3760791	559.6320784	472.6219116	535.7639165	547.335782
KLHDC9	51.12051656	59.38453411	45.02786837	48.20743498	55.66378354	48.26594197
RPL26P19	137.63216	134.8733486	145.8045262	138.950842	131.2074898	141.9018694
ENSG00000237493	39.32347428	51.33239389	51.460421	44.42645969	52.68179513	41.5087101
CACNB3	44.23890856	60.39105163	41.81159206	49.1526788	66.59774102	34.75147822
SPG21	1595.549969	1646.662675	1882.593735	1662.683885	1735.517251	1688.34265
AGA	327.3679234	289.8770478	289.4648681	318.5471684	309.1327978	269.3239562
NUDT3	496.4588628	449.9133347	501.7391047	446.1550845	582.4817349	435.3587966
GLMN	107.1564674	148.964594	108.2813025	119.1007217	116.2975477	135.1446375
SLC22A11	89.46090398	106.6908579	131.8673288	128.5531599	100.3936096	92.67060859
ENSG00000277352	80.61312227	76.49533207	91.12782885	64.27657997	92.44164051	86.87869555
ZCCHC4	248.7209748	248.6098292	240.1486313	247.6538817	223.6491303	257.7401301
RAMAC	44.23890856	43.28025367	51.460421	37.80975293	38.76584925	58.88444921
IFTAP	79.63003541	56.36498152	91.12782885	57.65987321	81.50768303	92.67060859
CEACAM1	1524.767715	1728.190594	1417.305762	1482.142315	1562.561924	1591.810766
HSD17B2	121.9027703	134.8733486	120.0743157	119.1007217	144.1294395	108.11571
PDIA3	5601.628911	5707.960897	5772.143889	5797.180367	5713.489781	5662.560312
DPH3	357.8436159	406.633081	321.6276312	404.5643563	341.9346703	351.3760576
FAM214A	117.9704228	101.6582702	94.34410516	86.01718791	99.39961346	123.5608114
CHROMR	59.96829827	59.38453411	56.82088152	48.20743498	64.60974875	59.84976804
SPCS2	1159.059404	1175.612472	1474.126643	1241.10514	1287.224994	1248.157259
GTF2IP7	44.23890856	65.42363927	64.32552625	36.8645091	55.66378354	77.22550715
DXO	139.5983337	134.8733486	131.8673288	136.1151105	139.1594588	125.4914491
TRAPPC6B	200.5497188	258.6750045	201.5533156	228.7490052	205.7571999	234.572478
PDLIM2	76.68077484	100.6517527	120.0743157	90.74340702	102.3816019	109.0810289
WDR70	370.6237451	356.3072046	385.9531575	356.3569213	388.6524886	378.4049851
LRP11	60.95138513	59.38453411	38.59531575	57.65987321	49.69980673	48.26594197
ZNF300	44.23890856	57.37149905	57.89297362	50.09792263	27.83189177	77.22550715
SEMA4C	1314.387128	1127.29963	1206.103617	1147.526001	1219.633257	1254.914491
C12orf73	134.6828994	161.0428044	134.011513	142.7318173	144.1294395	137.0752752
SRSF6	595.7506353	667.3211205	564.9925389	576.5987321	611.3076228	656.4168108
SMCR8	35.39112685	55.358464	62.18134204	81.29096879	66.59774102	13.51446375
PPP1R8	914.270777	837.4225826	940.2247753	890.4196814	913.4824477	907.3997091
INPP1	791.3849198	793.1358114	870.5387886	763.7570091	851.8546873	858.1684483
CCDC66	59.96829827	93.60613003	95.41619727	77.5099935	85.48366757	81.08678251
CHCHD7	284.1121017	296.9226705	348.4299338	295.8613166	299.1928365	343.6535068
ZNF555	99.29177255	102.6647878	106.1371183	121.9364532	90.45364824	100.3931593
CAAP1	408.9641325	385.4962129	353.7903944	388.4952113	396.6044577	374.5437097
SFR1	78.64694856	55.358464	53.60460521	60.49560468	68.58573328	55.02317385
STX12	502.3573839	541.5064296	610.0204073	552.0223927	540.7338972	574.3647095
NVL	261.5011039	205.3295756	190.8323945	234.4204681	213.7091689	218.1620577
KIFBP	618.361633	654.2363927	585.3622889	643.7110436	663.9894179	534.786637
NXT2	151.395376	175.1340497	166.1742761	175.8153511	149.0994202	161.2082462
CIBAR1	94.37633827	73.47577949	72.90226308	98.30535761	73.55571396	73.3642318
ST3GAL1	803.1819621	867.6181085	999.1898411	913.1055332	874.7165984	860.0990859
ATG2A	1733.182129	1586.271623	1432.315051	1695.767419	1557.591943	1532.926317
PHYHD1	71.76534056	93.60613003	84.69527623	91.68865084	81.50768303	72.39891296
C17orf75	254.6194959	249.6163467	257.302105	276.9564402	247.5050375	228.7805649
MTFMT	258.5518434	264.7141097	249.7974603	229.694249	260.4269873	275.1158692
C8orf33	545.6132056	543.5194647	598.2273941	517.0483713	639.1395145	516.4455791
TNS2	730.4335347	688.4579886	612.1645915	677.7398212	654.0494565	716.2665789
ALDH5A1	1195.433618	1118.240973	983.1084595	1144.69027	1125.203624	1052.197535
SLC23A1	102.2410331	132.8603136	84.69527623	103.9768205	110.3335709	111.0116665
DDX1	2444.937013	2395.511715	2556.939668	2413.20748	2507.852247	2434.534113
NDUFA5	597.716809	509.2978688	545.694881	551.0771489	581.4877387	506.7923907
ARL17B	78.64694856	39.25418356	36.45113154	56.71462939	44.72982606	56.95381153
BZW2	681.2791919	698.5231639	765.4737624	669.2326268	764.3830275	695.0295644
ANKMY1	184.8203291	218.4143034	151.1649867	201.3369343	189.8532617	156.381652
TBP	510.2220788	475.0762728	516.7483942	503.8149577	522.8419668	487.4860139
VASH2	33.42495314	62.40408669	32.16276312	50.09792263	46.71781832	27.99424634
NOMO2	2553.076567	2842.405497	3209.84376	2755.385744	3018.766261	2888.233968
UQCRB	891.6597792	736.7708299	850.1690386	846.9384655	878.6925829	772.2550715
TJP2	151.395376	160.0362868	143.660342	151.2390117	132.2014859	177.6186665
RAD51D	128.7843783	151.9841466	132.9394209	120.9912094	157.0513893	130.3180433
CISD1	662.6005416	558.6172276	706.5086966	629.5323862	639.1395145	642.9023471
ENSG00000216285	260.5180171	249.6163467	319.483447	301.5327796	267.3849602	250.9828983
NUFIP1	246.7548011	220.4273385	226.211434	271.2849772	206.751196	222.9886519
CBX1	1797.082774	1950.630968	1722.852011	1957.599958	1774.2831	1773.290708
PAPSS1	1898.340721	2061.347896	2099.15634	2028.493244	2028.746111	2035.857432
ANP32B	4569.387711	4575.628679	4354.838127	4507.867793	4671.781832	4391.235401
C21orf58	147.4630285	145.9450414	151.1649867	123.8269408	140.153455	174.7227099
TPST1	520.0529473	541.5064296	525.325131	539.734223	555.6438392	503.8964342
PLPPR1	112.0719017	96.62568261	99.70456569	85.07194408	126.2375091	92.67060859
ZNF81	78.64694856	81.5279197	46.09996048	75.61950585	61.62776034	73.3642318
CBWD1	422.7273485	340.2029242	355.9345786	387.5499675	335.9706935	385.1622169
TINF2	303.7738388	322.0856087	231.5718945	264.6682705	399.5864461	171.8267534
ASB16-AS1	71.76534056	111.7234455	79.33481571	86.96243173	93.43563665	78.19082599
CERS1	81.59620913	92.5996125	112.5696709	86.96243173	105.3635903	89.77465207
S1PR2	101.2579463	125.8146909	138.2998814	96.41486996	134.1894782	129.3527245
TNKS	410.9303062	401.6004934	390.2415259	316.6566808	461.2142064	414.1217821
KXD1	532.8330765	554.5911575	562.8483547	542.5699545	590.4337039	504.861753
PCSK5	147.4630285	114.7429981	119.0022236	118.1554779	151.0874125	107.1503912
LMCD1	402.0825245	427.7699491	450.2786837	375.2617978	473.14216	420.879014
VPS28	127.8012914	106.6908579	109.3533946	137.0603544	106.3575864	105.2197535
ZNF557	58.00212456	28.18249076	42.88368417	51.98841027	52.68179513	21.23701447
DPH6	67.83299313	66.4301568	77.1906315	75.61950585	70.57372555	68.5376376
PSMA3-AS1	112.0719017	122.7951383	115.7859472	141.7865735	104.3695941	99.42784046
FBXO41	438.4567382	412.6721862	393.4578022	444.2645969	397.5984538	392.8847676
DIS3L	501.374297	525.4021492	449.2065916	541.6247107	448.2922567	498.1045211
ENTPD5	471.8816913	398.5809408	337.7090128	411.1810631	361.814593	424.7402893
ZNF765	72.74842741	81.5279197	57.89297362	64.27657997	75.54370623	76.26018831
EXOSC10	1152.177796	1136.358288	1182.517591	1225.035995	1127.191617	1097.56752
UTP6	614.4292856	636.1190772	703.2924203	658.8349447	658.0254411	622.6306514
PDE6G	116.987336	104.6778228	130.7952367	94.52438231	141.1474511	111.9769854
DUT	760.9092273	750.8620753	734.3830913	715.5495741	820.046811	695.9948832
PLXNA2	872.981129	805.2140218	753.6807492	810.0739564	786.2509424	820.5210135
MXRA7P1	96.34251198	84.54747229	175.8231051	121.9364532	115.3035516	112.9423042
DLX1	58.00212456	47.30632378	70.75807887	47.26219116	67.59173715	57.91913037
GIGYF1	851.3532181	896.8071168	869.4666965	840.3217588	847.8787028	913.1916221
GIN1	69.79916684	49.31935883	32.16276312	54.82414174	56.65777967	43.43934777
IFNLR1	272.3150594	253.6424169	235.8602629	217.4060793	265.3969679	272.2199127
PKD1P6	255.6025828	207.3426106	169.3905525	194.7202276	194.8232424	250.9828983
PIP5K1B	354.8943554	267.7336622	230.4998024	292.0803414	294.2228558	258.705449
SCN1B	116.987336	109.7104105	126.5068683	127.6079161	103.375598	126.456768
TRIM11	643.9218913	626.0539019	576.785552	598.33934	646.0974875	615.8734196
TP53I3	407.9810456	518.3565265	522.1088547	454.6622789	491.0340905	490.3819704
PFKFB2	219.2283691	206.3360931	201.5533156	200.3916905	249.4930298	170.8614346
ZNF131	271.3319725	257.668487	224.0672498	240.0919311	248.4990336	272.2199127
RAB24	39.32347428	54.35194647	50.38832889	48.20743498	45.72382219	47.30062313
FKBP3	1026.342679	1084.019377	1389.431367	1138.073563	1203.729319	1181.550259
ITGB3BP	290.9937097	263.7075921	299.1136971	270.3397334	307.1448056	283.8037388
PDE7A	154.3446365	204.323058	189.7603024	211.7346164	155.063397	187.2718548
L3MBTL1	58.00212456	59.38453411	41.81159206	56.71462939	33.79586857	65.64168108
DHX8	1412.695813	1616.467149	1638.156735	1640.943277	1579.459858	1418.053375
JAM3	70.7822537	55.358464	55.74878942	57.65987321	58.64577194	62.74572456
COA5	469.9155176	521.3760791	412.7554601	488.6910566	470.1601716	456.595811
ENSG00000273151	54.06977713	37.24114851	57.89297362	54.82414174	49.69980673	47.30062313
WIPI1	578.0550719	581.7671307	605.7320388	625.7514109	546.697874	604.2895935
CDA	74.71460113	120.7821033	117.9301315	86.01718791	125.243513	97.49720278
RBMX2	276.2474068	314.0334685	372.0159601	316.6566808	305.1568133	331.1043619
TMEM128	239.8731931	213.3817158	225.1393419	246.7086378	222.6551341	215.2661012
TMEM126B	364.7252239	325.1051613	381.6647891	354.4664337	339.946678	385.1622169
ZPR1	870.0318684	916.9374673	1136.41763	1034.096743	988.0321577	919.948854
FBRSL1	2725.116767	1866.083495	2136.679564	2359.328583	2201.701438	2215.406736
HPCAL1	1446.120767	1444.352652	1409.801117	1440.551586	1540.694009	1295.457883
RPL7A	447.3045199	3124.230404	566.064631	572.8177568	2519.780201	1306.07639
ENTPD7	397.1670902	378.4505902	348.4299338	388.4952113	335.9706935	390.95413
POLR1B	1094.175672	1203.794963	1171.79667	1197.623924	1133.155593	1157.417288
BSDC1	1885.560592	2098.589044	2164.553958	2035.109951	2091.367867	1989.522128
PLEKHH3	731.4166216	635.1125597	721.5179861	680.5755527	714.6832207	679.584463
PIBF1	116.987336	149.9711116	134.011513	141.7865735	138.1654627	125.4914491
ACTR8	471.8816913	445.8872646	383.8089733	422.5239889	455.2502296	415.087101
AZI2	142.5475943	129.840761	158.6696314	144.6223049	144.1294395	146.7284636
DNAJC30	94.37633827	63.41060421	71.83017098	77.5099935	78.52569463	77.22550715
ESCO1	308.6892731	279.8118726	281.9602234	310.9852178	275.3369293	277.0465069
ENSG00000272502	211.3636742	183.18619	143.660342	190.9392523	178.9193042	174.7227099
GMEB2	542.663945	569.6889204	521.0367626	482.0743498	626.2175648	537.6825936
MICALL2	296.8922308	288.8705303	343.0694733	332.7258257	285.2768906	317.5898982
FBXL8	60.95138513	74.48229701	57.89297362	67.11231144	57.6517758	65.64168108
FASTKD3	58.00212456	65.42363927	81.47899991	54.82414174	61.62776034	84.94805787
TRDMT1	56.03595085	37.24114851	53.60460521	45.37170351	49.69980673	49.23126081
